x,y,z,Doppler
0.0,0.17049827,-0.036799952,-0.24142432
-0.03154281,0.1268974,0.0039428514,0.24142432
0.015771406,0.16714223,-0.04731422,-0.24142432
-0.039428517,0.07738981,-0.007885703,0.36213648
0.021028543,0.17114544,-0.026285678,-0.36213648
0.03154281,0.16862383,-0.03154281,-0.24142432
0.036799952,0.1664795,-0.036799952,-0.24142432
0.036799952,0.16919652,-0.021028543,-0.36213648
0.026285678,0.17114544,-0.021028543,-0.24142432
0.015771406,0.17339149,0.010514271,-0.24142432
0.036799952,0.16976726,-0.015771406,-0.36213648
0.026285678,0.17114544,-0.021028543,-0.24142432
0.026285678,0.17243248,0.0,-0.36213648
-0.03154281,0.17082216,0.015771406,0.24142432
0.021028543,0.17315224,0.0,0.24142432
0.021028543,0.17315224,0.0,-0.24142432
0.042057086,0.16895132,-0.010514271,-0.36213648
0.036799952,0.16976726,-0.015771406,-0.24142432
0.0,0.17434523,0.0052571357,0.36213648
0.03154281,0.17154868,0.0,-0.36213648
0.010514271,0.17410728,0.0,0.24142432
0.039428517,0.16784237,-0.026285678,0.36213648
0.057828493,0.1603918,-0.036799952,-0.12071216
-0.010514271,0.17122616,0.03154281,0.12071216
0.04731422,0.16780233,-0.0052571357,0.36213648
0.042057086,0.16722488,-0.026285678,0.36213648
0.065714195,0.20527881,-0.032857098,0.24142432
0.073599905,0.15593593,-0.026285678,-0.24142432
0.036799952,0.10191531,-0.13668552,-0.12071216
0.059142776,0.20726766,-0.032857098,0.36213648
0.06308562,0.1595279,-0.03154281,-0.24142432
0.036799952,0.11467553,-0.12617125,-0.12071216
0.036799952,0.16976726,-0.015771406,0.36213648
0.057828493,0.16244638,-0.026285678,-0.24142432
-0.015771406,0.17363042,0.0052571357,0.24142432
0.04731422,0.16656248,0.021028543,-0.24142432
0.010514271,0.17410728,0.0,0.24142432
0.039428517,0.16943821,-0.13142839,0.24142432
0.015771406,0.17370999,0.0,0.24142432
0.036799952,0.1704172,0.0052571357,-0.24142432
0.026285678,0.17235231,0.0052571357,0.36213648
0.042057086,0.16927817,0.0,-0.36213648
0.0052571357,0.17426595,0.0052571357,0.24142432
0.013142839,0.21723689,0.013142839,0.24142432
0.036799952,0.16845986,-0.026285678,-0.24142432
0.049285647,0.18739894,0.029571388,-0.36213648
0.026285678,0.2160409,-0.013142839,0.48284864
0.042057086,0.16919652,0.0052571357,-0.24142432
0.059142776,0.2082031,-0.026285678,0.24142432
0.065714195,0.20527881,-0.032857098,-0.24142432
0.052571356,0.2090311,0.032857098,-0.24142432
0.032857098,0.21513952,0.013142839,0.36213648
0.07097133,0.25071335,-0.02365711,0.24142432
0.065714195,0.20527881,-0.032857098,-0.36213648
0.019714259,0.21673936,0.013142839,0.24142432
0.06834276,0.16013311,-0.010514271,-0.36213648
0.019714259,0.21673936,0.013142839,0.24142432
0.057828493,0.16244638,-0.026285678,-0.36213648
0.039428517,0.2140327,-0.013142839,0.24142432
0.036799952,0.16976726,-0.015771406,-0.36213648
0.032857098,0.21544039,-0.0065714195,0.24142432
0.042057086,0.16854186,0.015771406,-0.36213648
0.16559978,0.25225762,-0.045999937,-0.12071216
0.036799952,0.17049827,0.0,-0.36213648
-0.045999937,0.21220908,0.019714259,0.24142432
0.04731422,0.16656248,-0.021028543,-0.36213648
-0.0065714195,0.21753487,-0.013142839,0.36213648
0.015771406,0.17299254,-0.015771406,-0.36213648
-0.026285678,0.16047792,0.06308562,0.12071216
0.026285678,0.17235231,-0.0052571357,-0.36213648
0.042057086,0.16854186,-0.015771406,-0.36213648
-0.026285678,0.16422306,0.052571356,0.12071216
0.026285678,0.1695229,-0.03154281,-0.36213648
0.0,0.16927817,0.042057086,-0.12071216
-0.052571356,0.16623029,0.0052571357,0.24142432
0.010514271,0.17211162,-0.026285678,-0.36213648
-0.013142839,0.2160409,-0.026285678,0.24142432
-0.015771406,0.1717097,-0.026285678,0.36213648
0.026285678,0.17114544,0.021028543,-0.36213648
-0.010514271,0.17402789,-0.0052571357,0.36213648
0.036799952,0.16919652,0.021028543,-0.24142432
-0.021028543,0.17283271,0.010514271,0.24142432
0.010514271,0.17283271,-0.021028543,-0.36213648
-0.010514271,0.17402789,-0.0052571357,0.36213648
0.036799952,0.16919652,-0.021028543,-0.24142432
0.052571356,0.2090311,-0.032857098,0.36213648
0.04731422,0.16714223,-0.015771406,-0.36213648
0.0,0.17243248,0.026285678,0.24142432
0.013142839,0.21673936,-0.019714259,0.24142432
0.04731422,0.16380179,-0.036799952,-0.36213648
0.042057086,0.16796696,0.021028543,-0.24142432
-0.026285678,0.1704172,0.026285678,0.24142432
0.0052571357,0.1714681,-0.03154281,0.36213648
