x,y,z,Doppler
0.026285678,0.21483822,-0.026285678,0.24142432
0.03154281,0.1714681,0.0052571357,0.24142432
-0.042057086,0.16796696,-0.021028543,-0.24142432
-0.03154281,0.1675551,-0.036799952,-0.24142432
0.052571356,0.20789175,-0.039428517,0.24142432
-0.045999937,0.20944387,-0.039428517,-0.24142432
-0.036799952,0.16845986,-0.026285678,-0.24142432
0.045999937,0.21220908,-0.019714259,0.24142432
0.019714259,0.20892778,-0.059142776,-0.24142432
0.026285678,0.2155406,-0.019714259,-0.24142432
0.013142839,0.21513952,-0.032857098,-0.24142432
0.086085595,0.22279036,-0.01708569,0.3017804
0.039428517,0.20944387,-0.045999937,0.24142432
0.02365711,0.25071335,-0.07097133,0.24142432
-0.026285678,0.2082031,-0.059142776,-0.24142432
0.0,0.26056498,-0.02365711,-0.24142432
0.032857098,0.21190362,-0.039428517,0.24142432
0.0065714195,0.20975292,-0.059142776,-0.36213648
-0.007885703,0.25852847,-0.039428517,-0.24142432
0.0,0.21159771,-0.052571356,-0.24142432
-0.032857098,0.21513952,-0.013142839,-0.24142432
-0.057828493,0.16455929,0.0,-0.24142432
0.007885703,0.2556258,-0.05519992,0.24142432
-0.015771406,0.25816742,-0.039428517,-0.24142432
-0.052571356,0.21159771,0.0,-0.24142432
-0.045999937,0.2127172,-0.013142839,-0.24142432
0.039428517,0.2140327,-0.013142839,0.24142432
-0.042057086,0.16796696,-0.021028543,-0.24142432
0.042057086,0.16927817,0.0,0.24142432
0.019714259,0.21463713,-0.032857098,0.24142432
-0.057828493,0.16244638,-0.026285678,-0.24142432
0.036799952,0.1704172,-0.0052571357,0.24142432
0.013142839,0.21513952,-0.032857098,0.24142432
-0.057828493,0.16380177,-0.015771406,-0.24142432
0.026285678,0.17211162,-0.010514271,0.24142432
0.03154281,0.17025495,-0.021028543,0.24142432
-0.013142839,0.2140327,-0.039428517,-0.24142432
-0.073599905,0.15495807,-0.03154281,-0.24142432
0.0052571357,0.17434523,0.0,0.24142432
0.026285678,0.17243248,0.0,0.24142432
0.026285678,0.21281868,-0.039428517,0.24142432
-0.013142839,0.2127172,-0.045999937,-0.24142432
-0.078857034,0.15477961,-0.015771406,-0.24142432
0.03154281,0.1714681,0.0052571357,0.24142432
-0.11039985,0.28443,0.009199988,-0.36213648
-0.015771406,0.26068428,-0.015771406,-0.24142432
-0.073599905,0.15813586,0.0,-0.24142432
0.015771406,0.16976726,0.036799952,0.12071216
0.032857098,0.21463713,-0.019714259,0.24142432
0.0,0.21713749,-0.019714259,-0.24142432
0.019714259,0.21673936,-0.013142839,0.24142432
0.007885703,0.25852847,-0.039428517,-0.24142432
0.039428517,0.21281868,-0.026285678,0.24142432
0.0065714195,0.21149564,-0.052571356,-0.24142432
0.0,0.21763411,-0.013142839,-0.24142432
-0.057828493,0.16455929,0.0,-0.24142432
-0.078857034,0.15558106,0.0,-0.24142432
0.026285678,0.17235231,0.0052571357,0.24142432
0.03154281,0.17082216,-0.015771406,0.24142432
0.019714259,0.20475222,-0.072285615,0.24142432
-0.073599905,0.15778594,-0.010514271,-0.24142432
0.042057086,0.16796696,-0.021028543,0.24142432
-0.073599905,0.15673146,-0.021028543,-0.24142432
0.026285678,0.1717097,-0.015771406,0.24142432
0.013142839,0.2140327,-0.039428517,-0.24142432
-0.073599905,0.15673146,-0.021028543,-0.24142432
0.036799952,0.17017376,-0.010514271,0.24142432
-0.052571356,0.1609079,-0.042057086,-0.24142432
0.042057086,0.16919652,0.0052571357,0.24142432
0.042057086,0.16895132,-0.010514271,0.24142432
-0.06308562,0.16125105,-0.021028543,-0.24142432
0.052571356,0.16497864,0.021028543,0.24142432
0.06308562,0.16227615,-0.010514271,0.24142432
-0.057828493,0.16380177,-0.015771406,-0.24142432
0.04731422,0.1675551,0.010514271,0.24142432
-0.057828493,0.16150793,-0.03154281,-0.24142432
0.052571356,0.16631341,0.0,0.24142432
0.057828493,0.16380177,-0.015771406,0.24142432
-0.052571356,0.16219097,-0.036799952,-0.24142432
-0.06834276,0.1590942,-0.021028543,-0.24142432
0.04731422,0.16780233,-0.0052571357,0.24142432
0.0065714195,0.20559412,-0.072285615,-0.36213648
-0.06308562,0.16047792,-0.026285678,-0.24142432
0.026285678,0.17243248,0.0,0.24142432
0.042057086,0.16722488,-0.026285678,0.24142432
0.0,0.21159771,-0.052571356,-0.24142432
-0.06834276,0.15734743,-0.03154281,-0.24142432
-0.039428517,0.12467272,-0.0039428514,-0.24142432
0.039428517,0.12467272,0.0039428514,0.24142432
-0.078857034,0.15522537,-0.010514271,-0.24142432
0.042057086,0.16927817,0.0,0.24142432
-0.099885575,0.13666737,-0.042057086,-0.24142432
-0.08411417,0.15244065,-0.010514271,-0.24142432
0.04731422,0.1675551,0.010514271,0.24142432
-0.073599905,0.15495807,-0.03154281,-0.24142432
0.0065714195,0.21544039,-0.032857098,-0.24142432
-0.0893713,0.14830533,-0.021028543,-0.24142432
0.0065714195,0.20559412,-0.072285615,0.24142432
-0.073599905,0.15593593,-0.026285678,-0.24142432
0.015771406,0.15477961,-0.078857034,-0.24142432
-0.013142839,0.21673936,-0.019714259,-0.24142432
-0.08411417,0.15198672,-0.015771406,-0.24142432
0.036799952,0.17017376,-0.010514271,0.24142432
-0.06834276,0.1590942,-0.021028543,-0.24142432
-0.057828493,0.16455929,0.0,-0.24142432
-0.06834276,0.1590942,-0.021028543,-0.24142432
-0.0065714195,0.20778787,-0.065714195,0.24142432
-0.013142839,0.19723243,-0.09199987,-0.36213648
-0.0893713,0.14895613,-0.015771406,-0.24142432
-0.036799952,0.1664795,-0.036799952,-0.24142432
-0.073599905,0.15734743,-0.015771406,-0.24142432
-0.06834276,0.16013311,-0.010514271,-0.24142432
-0.052571356,0.15944125,-0.04731422,-0.24142432
0.04731422,0.16780233,-0.0052571357,0.24142432
-0.0065714195,0.21149564,-0.052571356,-0.24142432
-0.11171413,0.18677408,0.013142839,-0.24142432
0.03154281,0.17154868,0.0,0.24142432
-0.013142839,0.2127172,-0.045999937,-0.24142432
-0.0893713,0.14969645,-0.0052571357,-0.24142432
-0.06308562,0.16125105,-0.021028543,-0.24142432
-0.06834276,0.1590942,-0.021028543,-0.24142432
0.04731422,0.1675551,-0.010514271,0.24142432
0.0065714195,0.2130215,-0.045999937,0.24142432
-0.08411417,0.15198672,-0.015771406,-0.24142432
0.0065714195,0.21544039,-0.032857098,-0.24142432
-0.08411417,0.15271236,-0.0052571357,-0.24142432
0.0065714195,0.21703802,-0.019714259,-0.24142432
-0.09462844,0.14567298,-0.015771406,-0.24142432
-0.08411417,0.15052496,-0.026285678,-0.24142432
0.0,0.16927817,0.042057086,0.12071216
0.04731422,0.1675551,-0.010514271,0.24142432
0.0,0.21159771,-0.052571356,-0.24142432
-0.078857034,0.14978874,-0.042057086,-0.24142432
0.027599962,0.30399248,0.0,0.24142432
0.036799952,0.16919652,-0.021028543,0.24142432
-0.07622847,0.20304981,-0.021028541,-0.3017804
0.057828493,0.16422306,-0.010514271,0.24142432
0.03154281,0.17082216,-0.015771406,0.24142432
-0.0065714195,0.21703802,-0.019714259,-0.24142432
-0.05519992,0.11695195,-0.019714259,-0.24142432
0.036799952,0.16845986,-0.026285678,0.24142432
-0.007885703,0.10960989,-0.07097133,-0.36213648
-0.073599905,0.15673146,-0.021028543,-0.24142432
-0.078857034,0.15415338,-0.021028543,-0.24142432
0.03154281,0.17025495,-0.021028543,0.24142432
0.04731422,0.16714223,0.015771406,0.24142432
0.013142839,0.21118915,-0.052571356,0.24142432
0.0052571357,0.16919652,-0.042057086,-0.36213648
-0.06834276,0.1603918,-0.0052571357,-0.24142432
0.021028543,0.17307241,-0.0052571357,0.12071216
-0.073599905,0.15734743,-0.015771406,-0.24142432
0.0,0.16455929,-0.057828493,-0.36213648
0.08674274,0.24481526,0.03154281,0.24142432
0.06439991,0.2960939,-0.036799952,0.36213648
0.0065714195,0.21544039,-0.032857098,-0.24142432
-0.0893713,0.14895613,-0.015771406,-0.24142432
0.039428517,0.21190362,0.032857098,0.24142432
0.015771406,0.17370999,0.0,0.24142432
-0.06308562,0.16227615,-0.010514271,-0.24142432
0.013142839,0.21513952,-0.032857098,-0.24142432
-0.06834276,0.15970105,-0.015771406,-0.24142432
0.052571356,0.16631341,0.0,0.24142432
0.019714259,0.21220908,-0.045999937,0.24142432
0.0,0.21443585,-0.039428517,-0.24142432
-0.073599905,0.15778594,-0.010514271,-0.24142432
-0.039428517,0.12467272,0.0039428514,-0.24142432
0.052571356,0.16598071,0.010514271,0.24142432
0.010514271,0.16013311,-0.06834276,-0.24142432
-0.0065714195,0.21703802,-0.019714259,-0.24142432
-0.0893713,0.14969645,-0.0052571357,-0.24142432
0.026285678,0.17235231,-0.0052571357,0.24142432
-0.026285678,0.20401272,-0.072285615,-0.36213648
-0.08411417,0.15244065,-0.010514271,-0.24142432
0.015771406,0.17299254,-0.015771406,0.24142432
0.0,0.21159771,-0.052571356,-0.24142432
-0.078857034,0.15477961,-0.015771406,-0.24142432
-0.073599905,0.15813586,0.0,-0.24142432
0.026285678,0.17114544,-0.021028543,0.24142432
-0.073599905,0.15804845,-0.0052571357,-0.24142432
0.0052571357,0.17235231,-0.026285678,-0.24142432
-0.06834276,0.16047792,0.0,-0.24142432
0.052571356,0.16631341,0.0,0.24142432
-0.073599905,0.15778594,-0.010514271,-0.24142432
-0.073599905,0.15804845,-0.0052571357,-0.24142432
-0.078857034,0.15477961,-0.015771406,-0.24142432
0.036799952,0.17017376,-0.010514271,0.24142432
-0.04731422,0.16253142,-0.042057086,-0.24142432
-0.06834276,0.1590942,-0.021028543,-0.24142432
0.0,0.21159771,-0.052571356,-0.24142432
-0.026285678,0.2015638,-0.078857034,-0.24142432
-0.0065714195,0.21783243,-0.0065714195,-0.24142432
-0.06834276,0.1603918,-0.0052571357,-0.24142432
-0.101199865,0.28428116,-0.045999937,-0.36213648
0.042057086,0.16895132,0.010514271,0.24142432
0.04731422,0.16253142,-0.042057086,0.24142432
-0.073599905,0.15778594,-0.010514271,-0.24142432
0.052571356,0.21159771,0.0,0.24142432
0.039428517,0.20944387,-0.045999937,0.24142432
-0.026285678,0.20401272,-0.072285615,-0.24142432
-0.057828493,0.16447529,0.0052571357,-0.24142432
0.04731422,0.2494701,-0.06308562,-0.36213648
-0.059142776,0.20975292,-0.0065714195,-0.24142432
-0.057828493,0.16422306,0.010514271,-0.24142432
0.039428517,0.20188491,0.072285615,0.24142432
0.042057086,0.16796696,0.021028543,0.24142432
0.036799952,0.16845986,0.026285678,0.24142432
-0.052571356,0.16623029,0.0052571357,-0.24142432
0.059142776,0.20726766,-0.032857098,0.24142432
0.007885703,0.25852847,-0.039428517,-0.24142432
-0.06834276,0.1603918,-0.0052571357,-0.24142432
0.0,0.25972834,-0.03154281,-0.24142432
-0.078857034,0.15558106,0.0,-0.24142432
0.055199925,0.29964578,0.018399976,0.36213648
0.0,0.2155406,-0.032857098,-0.24142432
