x,y,z,Doppler
0.026285678,0.2155406,0.019714259,-0.12071216
-0.04731422,0.12138736,-0.011828555,0.24142432
-0.08411417,0.15198672,-0.015771406,0.24142432
-0.12879983,0.2217217,-0.16559978,0.36213648
-0.14194266,0.19759968,-0.14457124,0.3017804
0.0,0.17370999,-0.015771406,-0.24142432
-0.0039428514,0.12860107,0.02365711,-0.12071216
-0.08411417,0.15280282,0.0,0.36213648
-0.0039428514,0.1268974,0.03154281,-0.12071216
-0.073599905,0.15495807,0.03154281,0.24142432
0.013142839,0.2127172,0.045999937,-0.12071216
-0.06834276,0.15620156,-0.036799952,0.36213648
-0.0065714195,0.20048974,-0.085428454,0.36213648
0.03154281,0.16862383,-0.03154281,-0.24142432
-0.06834276,0.15734743,-0.03154281,0.24142432
0.03417138,0.16808946,-0.03154281,-0.24142432
0.032857098,0.2139318,0.026285678,-0.12071216
-0.057828493,0.16150793,-0.03154281,0.36213648
0.04731422,0.16253142,-0.042057086,-0.24142432
0.036799952,0.1664795,-0.036799952,-0.12071216
0.026285678,0.21149564,0.045999937,-0.24142432
0.04731422,0.16780233,0.0052571357,-0.24142432
0.019714259,0.2135277,0.039428517,-0.12071216
-0.057828493,0.16321018,-0.021028543,0.24142432
0.03154281,0.1714681,0.0052571357,-0.12071216
0.032857098,0.21190362,0.039428517,-0.12071216
-0.06308562,0.13585606,0.0893713,-0.24142432
0.07097133,0.2487212,0.039428517,-0.12071216
-0.035485666,0.10400616,0.07097133,-0.36213648
-0.073599905,0.28694826,0.073599905,-0.24142432
-0.04731422,0.16581413,-0.026285678,0.24142432
-0.057828493,0.16321018,-0.021028543,0.24142432
0.015771406,0.1717097,0.026285678,-0.12071216
-0.010514271,0.1675551,-0.04731422,0.24142432
0.015771406,0.16854186,-0.042057086,-0.24142432
-0.04731422,0.10189205,0.06702848,-0.24142432
-0.04337137,0.112272345,0.05125707,-0.24142432
-0.0039428514,0.10430467,0.078857034,-0.36213648
-0.03154281,0.16329482,-0.052571356,0.24142432
-0.04731422,0.10189205,0.06702848,-0.24142432
-0.052571356,0.16497864,-0.021028543,0.24142432
0.02365711,0.09847823,0.08279989,-0.36213648
-0.04731422,0.16489485,-0.03154281,0.24142432
-0.052571356,0.16556391,-0.015771406,0.24142432
-0.052571356,0.16422306,-0.026285678,0.24142432
-0.05125707,0.10250053,0.06308562,-0.24142432
-0.052571356,0.16556391,-0.015771406,0.24142432
0.06702848,0.11122898,-0.015771406,0.36213648
0.04731422,0.1675551,-0.010514271,-0.36213648
0.0,0.16927817,0.042057086,-0.12071216
0.03154281,0.1714681,-0.0052571357,-0.24142432
-0.015771406,0.12769121,0.02365711,0.12071216
-0.052571356,0.16329482,-0.03154281,0.24142432
0.036799952,0.16919652,-0.021028543,-0.24142432
0.036799952,0.16919652,-0.021028543,-0.36213648
-0.052571356,0.16497864,-0.021028543,0.24142432
0.03154281,0.17025495,-0.021028543,-0.24142432
-0.06834276,0.15620156,-0.036799952,0.36213648
0.0,0.17049827,0.036799952,-0.12071216
-0.042057086,0.16631341,-0.03154281,0.24142432
0.0039428514,0.12860107,0.02365711,-0.12071216
-0.052571356,0.1609079,-0.042057086,0.24142432
0.019714259,0.08814901,0.09462844,-0.36213648
-0.052571356,0.16219097,-0.036799952,0.24142432
-0.06834276,0.15831053,-0.026285678,0.24142432
-0.073599905,0.15495807,-0.03154281,0.24142432
0.019714259,0.11695195,-0.05519992,0.36213648
-0.045999937,0.28428116,-0.101199865,0.36213648
0.007885703,0.11433049,0.06308562,-0.36213648
0.05519992,0.10695384,-0.05125707,0.36213648
-0.04337137,0.1103872,0.05519992,-0.24142432
0.021028543,0.17025495,0.03154281,-0.12071216
0.0039428514,0.10982243,0.07097133,-0.36213648
0.0052571357,0.16919652,0.042057086,-0.12071216
-0.073599905,0.15778594,0.010514271,-0.36213648
0.04337137,0.12335648,-0.0039428514,0.36213648
