x,y,z,Doppler
0.11828555,0.17334358,-0.059142776,0.6035608
0.10514271,0.19055082,-0.013142839,-0.48284864
-0.099885575,0.14260511,0.010514271,0.36213648
-0.11171413,0.15318948,0.044028513,-0.36213648
0.072285615,0.20305796,-0.032857098,0.36213648
0.036142807,0.18859234,-0.022999968,-0.48284864
0.08214274,0.20809361,-0.07754275,-0.36213648
0.085428454,0.19788818,-0.032857098,-0.12071216
-0.06308562,0.16227615,0.010514271,0.12071216
-0.11828555,0.17728472,-0.045999937,-0.24142432
0.072285615,0.20475222,-0.019714259,0.36213648
0.09594272,0.21350315,-0.046657078,-0.42249256
0.0,0.16261642,0.06308562,0.12071216
0.085428454,0.19788818,-0.032857098,-0.12071216
-0.08411417,0.13666737,0.06834276,-0.36213648
0.09199987,0.19491991,-0.032857098,0.24142432
0.03154281,0.16329482,0.052571356,-0.6035608
0.078857034,0.15558106,0.0,0.6035608
0.06308562,0.16253142,-0.0052571357,-0.48284864
-0.0039428514,0.1279484,0.07806846,0.12071216
-0.08411417,0.15052496,0.026285678,-0.12071216
0.06308562,0.16227615,-0.010514271,0.48284864
0.06308562,0.16047792,0.026285678,-0.48284864
0.015771406,0.16854186,-0.042057086,0.36213648
-0.0814856,0.14932683,0.031542815,0.24142432
-0.10777128,0.13173816,0.031542815,-0.36213648
0.099885575,0.1429922,0.0,0.72427297
0.065714195,0.15844078,-0.007885703,-0.48284864
-0.03154281,0.16638672,-0.0026285686,0.0
0.14982836,0.20920466,-0.04731422,0.24142432
0.057828493,0.13817573,0.0893713,0.48284864
0.065714195,0.15757537,-0.007885705,0.48284864
0.075790375,0.16974668,-0.010076175,-0.56332344
-0.021028543,0.17283271,0.010514271,0.12071216
-0.052571356,0.1539749,0.06045706,0.06035608
-0.057828493,0.15593593,0.052571356,-0.12071216
0.06834276,0.15970105,-0.015771406,0.36213648
0.098571286,0.19436526,0.0065714195,-0.72427297
0.023657111,0.15883519,0.06308563,0.48284864
-0.052571356,0.16329482,0.03154281,0.12071216
0.097257,0.13856235,0.013142839,0.6035608
0.06834276,0.15804918,0.0,-0.36213648
-0.10514271,0.13907288,0.0052571357,0.24142432
-0.08411417,0.14830531,0.036799952,-0.24142432
0.074257046,0.17646837,-0.028914245,0.36213648
0.015771406,0.16556391,-0.052571356,-0.36213648
-0.0893713,0.14830533,0.021028543,0.12071216
0.06834276,0.15486887,0.042057086,0.6035608
0.06834276,0.1590942,0.021028543,-0.48284864
-0.059142776,0.098162,0.06308562,-0.24142432
0.057828493,0.16422306,-0.010514271,0.12071216
0.057828493,0.15593593,0.052571356,0.6035608
-0.06702848,0.105195135,0.039428517,-0.24142432
0.13339981,0.13846469,-0.013799981,0.3017804
0.052571353,0.13757777,0.024971394,-0.48284864
0.026285678,0.15831053,0.06834276,0.48284864
0.0,0.17048717,0.010514271,-0.24142432
0.057828493,0.16244638,-0.026285678,0.48284864
0.052571356,0.16329482,-0.03154281,-0.48284864
-0.03417138,0.16665895,-0.007885703,0.06035608
0.078857034,0.1899834,-0.072285615,0.24142432
0.073599905,0.15813586,0.0,-0.72427297
-0.09462844,0.14035867,0.042057086,-0.24142432
0.078857034,0.20059739,-0.032857098,0.6035608
-0.11171413,0.18677408,-0.013142839,0.36213648
-0.13142839,0.17083421,-0.032857098,-0.36213648
0.052571356,0.20653716,-0.045999937,0.36213648
0.029571388,0.21453415,-0.0032857098,-0.36213648
-0.019714259,0.21251461,0.016428549,0.0
-0.059142776,0.1916806,0.085428454,0.12071216
0.057390396,0.18183541,0.034609474,-0.44261125
0.0893713,0.21447587,-0.049285647,-0.48284864
-0.124856964,0.17271966,0.045999937,0.36213648
-0.11171413,0.18712057,0.0065714195,-0.36213648
0.052571356,0.20653716,-0.045999937,0.24142432
0.019714259,0.21067733,-0.052571356,-0.36213648
0.04731422,0.15761068,0.057828493,0.72427297
0.059142776,0.20316426,-0.052571356,-0.36213648
-0.124856964,0.17679688,0.026285678,0.36213648
-0.11828555,0.16828743,-0.072285615,-0.36213648
0.065714195,0.20411852,-0.039428517,0.24142432
0.019714259,0.2135277,-0.039428517,-0.36213648
0.021028543,0.16656248,0.04731422,0.36213648
0.09922843,0.20868243,-0.0611142,-0.48284864
-0.11565699,0.123606466,0.042057086,0.48284864
-0.124856964,0.17083421,-0.052571356,-0.36213648
0.09199987,0.18861467,-0.059142776,0.36213648
0.026285678,0.2082031,-0.059142776,-0.48284864
0.08739988,0.17440578,0.009857129,-0.72427297
-0.15771407,0.14691502,0.032857098,0.24142432
0.019057116,0.18710898,-0.051914215,0.48284864
0.085428454,0.19886775,-0.026285678,-0.36213648
-0.09462844,0.12669809,0.073599905,0.48284864
0.072285615,0.19491991,-0.065714195,0.24142432
0.013142839,0.20944387,-0.059142776,-0.36213648
-0.15114264,0.15492676,-0.026285678,-0.12071216
0.12617125,0.21521187,-0.078857034,0.8449851
0.078857034,0.20059739,-0.032857098,-0.48284864
-0.052571356,0.15388422,0.06308562,-0.24142432
-0.14457123,0.15659024,0.045999937,-0.24142432
0.07819989,0.17659426,0.032199956,0.6639169
0.052571356,0.16631341,0.0,-0.48284864
-0.13142839,0.16360332,0.059142776,0.24142432
-0.09462844,0.1296095,0.06834276,-0.8449851
0.098571286,0.18054315,-0.072285615,0.12071216
-0.021028543,0.1590942,0.06834276,-0.12071216
0.057828493,0.15593593,0.052571356,0.48284864
0.078857034,0.19940987,-0.039428517,-0.36213648
-0.13931409,0.13583034,0.022342825,0.48284864
-0.0893713,0.14746433,0.026285678,-0.36213648
0.124856964,0.17433722,-0.039428517,0.24142432
0.028914247,0.17012578,-0.005257136,0.48284864
0.065714195,0.20527881,-0.032857098,-0.48284864
-0.10514271,0.128861,0.052571356,0.6035608
-0.11565699,0.128861,-0.021028543,-0.48284864
0.09199987,0.192243,-0.045999937,0.36213648
0.032857098,0.20726766,-0.059142776,-0.48284864
